Time,Signal,Noisy_signal
3.763763763763763759e+00,7.370117106310206667e-01,1.058668943162484499e+00
3.773773773773773765e+00,7.578984586289405634e-01,-2.741324568778580328e-02
3.783783783783783772e+00,7.780357543184392988e-01,6.745839162364534181e-01
3.793793793793793778e+00,7.974036848172989522e-01,1.237493140857690133e+00
3.803803803803803785e+00,8.159830980345547102e-01,-3.306981168157252515e-02
3.813813813813813791e+00,8.337556216091509542e-01,1.027395859306682535e+00
3.823823823823823798e+00,8.507036810775610025e-01,-2.770784336235336820e-01
3.833833833833833804e+00,8.668105172523925539e-01,3.555570954345907975e-01
3.843843843843843811e+00,8.820602027948112323e-01,9.013754787149053094e-01
3.853853853853853817e+00,8.964376579643816845e-01,6.808010680340481624e-02
3.863863863863863823e+00,9.099286655307567973e-01,4.171732966886814720e-01
3.873873873873873830e+00,9.225198848324681622e-01,1.866023811006747302e-01
3.883883883883883836e+00,9.341988649689194624e-01,1.758266331072699362e+00
3.893893893893893843e+00,9.449540571125280009e-01,1.027067934856195075e+00
3.903903903903903849e+00,9.547748259288534323e-01,1.238419964855188127e+00
3.913913913913913856e+00,9.636514600934086294e-01,8.523139098358314403e-01
3.923923923923923862e+00,9.715751818947602203e-01,7.948593075161607402e-01
3.933933933933933869e+00,9.785381559144192831e-01,1.703010615889030133e-01
3.943943943943943875e+00,9.845334967749417299e-01,8.386148154010103495e-01
3.953953953953953881e+00,9.895552759485717331e-01,6.088091700427600284e-01
3.963963963963963888e+00,9.935985276197029092e-01,1.422560489765871017e+00
3.973973973973973894e+00,9.966592535953529008e-01,1.567210186924139492e+00
3.983983983983983901e+00,9.987344272588005722e-01,1.732023785045889497e+00
3.993993993993993907e+00,9.998219965624731698e-01,1.426097966293089048e+00
4.004004004004004358e+00,9.999208860571254798e-01,7.005939175956323872e-01
4.014014014014014364e+00,9.990309979553043673e-01,4.410825049751071480e-01
4.024024024024024371e+00,9.971532122280463151e-01,1.380484803050589404e+00
4.034034034034034377e+00,9.942893857347128161e-01,1.172435794470857218e+00
4.044044044044044384e+00,9.904423503868243772e-01,1.061731250483090028e-01
4.054054054054054390e+00,9.856159103477084571e-01,1.163356806719592962e+00
4.064064064064064397e+00,9.798148382707293491e-01,1.387074749514662475e+00
4.074074074074074403e+00,9.730448705798236952e-01,1.002507665170638607e+00
4.084084084084084409e+00,9.653127017970031254e-01,8.727858662923323463e-01
4.094094094094094416e+00,9.566259779224375315e-01,5.528017341142597019e-01
4.104104104104104422e+00,9.469932888736628529e-01,2.237259390919689173e-01
4.114114114114114429e+00,9.364241599913923908e-01,1.336573134661406037e+00
4.124124124124124435e+00,9.249290426203250481e-01,7.703718202344707056e-01
4.134134134134134442e+00,9.125193037742760360e-01,7.957859730024297029e-01
4.144144144144144448e+00,8.992072148958365485e-01,1.765567808355403168e+00
4.154154154154154455e+00,8.850059397216870627e-01,1.227256493151282157e+00
4.164164164164164461e+00,8.699295212655591136e-01,1.055342021906110261e+00
4.174174174174174468e+00,8.539928679317210225e-01,9.250237705253387954e-01
4.184184184184184474e+00,8.372117387727108229e-01,1.597209169155597186e+00
4.194194194194194480e+00,8.196027279059114878e-01,1.679397381614008644e+00
4.204204204204204487e+00,8.011832481043572596e-01,1.265935803844121299e+00
4.214214214214214493e+00,7.819715135780126447e-01,1.073083809276974776e+00
4.224224224224224500e+00,7.619865219625444608e-01,-2.853150136405279147e-01
4.234234234234234506e+00,7.412480355333993520e-01,8.031089926501526755e-01
4.244244244244244513e+00,7.197765616637636921e-01,6.547230845669116395e-01
4.254254254254254519e+00,6.975933325457229772e-01,7.445699472385073348e-01
4.264264264264264526e+00,6.747202841946924323e-01,1.146243327855951399e+00
4.274274274274274532e+00,6.511800347578553527e-01,-7.186585488369228170e-01
4.284284284284284539e+00,6.269958621480778982e-01,3.423398354129853494e-01
4.294294294294294545e+00,6.021916810254087649e-01,7.371438584957894502e-01
4.304304304304304551e+00,5.767920191489301907e-01,3.433692461225489323e-01
4.314314314314314558e+00,5.508219931223341526e-01,-1.576310634407955824e-01
4.324324324324324564e+00,5.243072835572316626e-01,9.587890270056294018e-01
4.334334334334334571e+00,4.972741096787238746e-01,6.357100626017878620e-01
4.344344344344344577e+00,4.697492033983703408e-01,-1.580308182387196725e-02
4.354354354354354584e+00,4.417597828801824167e-01,5.991683851380943393e-01
4.364364364364364590e+00,4.133335256257846257e-01,8.241263816506825268e-01
4.374374374374374597e+00,3.844985411053494784e-01,3.871448642550299191e-01
4.384384384384384603e+00,3.552833429613937444e-01,7.555657446768921925e-01
4.394394394394394610e+00,3.257168208128904396e-01,3.648469083937211366e-01
4.404404404404404616e+00,2.958282116876020940e-01,9.821372036042491649e-02
4.414414414414414622e+00,2.656470711108757099e-01,-3.140631870890807642e-01
4.424424424424424629e+00,2.352032438794890989e-01,1.922378603936827357e-01
4.434434434434434635e+00,2.045268345494514750e-01,3.016733035723372924e-01
4.444444444444444642e+00,1.736481776669306920e-01,6.115645584605962082e-01
4.454454454454454648e+00,1.425978077717709180e-01,8.504407352815755716e-02
4.464464464464464655e+00,1.114064292032280884e-01,3.401142323137235079e-01
4.474474474474474661e+00,8.010488573780663590e-02,-4.022011211290575927e-01
4.484484484484484668e+00,4.872413008921144123e-02,-3.425904478245511142e-01
4.494494494494494674e+00,1.729519330057819118e-02,-3.789945621286568145e-02
4.504504504504504681e+00,-1.415084594076158366e-02,-5.414650779332684793e-01
4.514514514514514687e+00,-4.558289203561100011e-02,3.645410266267296029e-01
4.524524524524524693e+00,-7.696986322197939268e-02,1.545953014373241396e-01
4.534534534534534700e+00,-1.082807223104621103e-01,3.126715988576460326e-02
4.544544544544544706e+00,-1.394845073755461295e-01,2.996755523242614072e-02
4.554554554554554713e+00,-1.705503623724905216e-01,8.399714183699081849e-01
4.564564564564564719e+00,-2.014475676495045275e-01,-4.358796616329023710e-01
4.574574574574574726e+00,-2.321455703250611680e-01,-1.332866213075340145e+00
4.584584584584584732e+00,-2.626140145002817672e-01,-1.629639160520491847e-01
4.594594594594594739e+00,-2.928227712765504864e-01,-3.181245417573834167e-01
4.604604604604604745e+00,-3.227419685486496159e-01,-5.815014898038513014e-01
4.614614614614614752e+00,-3.523420205439649067e-01,-8.417569502233498424e-01
4.624624624624624758e+00,-3.815936570785476989e-01,-6.011884179796216365e-01
4.634634634634634764e+00,-4.104679525011132868e-01,-3.197987378922026447e-01
4.644644644644644771e+00,-4.389363542963302667e-01,-6.903447046175994473e-01
4.654654654654654777e+00,-4.669707113191479686e-01,7.392561284527263687e-01
4.664664664664664784e+00,-4.945433016322189346e-01,-9.747954924487929329e-01
4.674674674674674790e+00,-5.216268599188981225e-01,-9.181855412727339960e-01
4.684684684684684797e+00,-5.481946044447089106e-01,-1.692504624451973250e+00
4.694694694694694803e+00,-5.742202635406229438e-01,-4.484780560298544660e-01
4.704704704704704810e+00,-5.996781015819444560e-01,-1.607881415481824394e+00
4.714714714714714816e+00,-6.245429444371387584e-01,-8.942702611243894539e-01
4.724724724724724823e+00,-6.487902043614173220e-01,-7.866254716416958281e-01
4.734734734734734829e+00,-6.723959043104726918e-01,-1.027259887233916924e+00
4.744744744744744835e+00,-6.953367016503182452e-01,1.740996370769372081e-01
4.754754754754754842e+00,-7.175899112397872148e-01,-2.203927155820377681e-01
4.764764764764764848e+00,-7.391335278628706762e-01,-7.956508971208287040e-02
4.774774774774774855e+00,-7.599462479886972543e-01,-1.201155657263656584e+00
4.784784784784784861e+00,-7.800074908376581906e-01,-2.157104585803739649e-01
4.794794794794794868e+00,-7.992974187328302227e-01,-5.512969455608491831e-01
4.804804804804804874e+00,-8.177969567165779274e-01,-4.320939823781551614e-01
4.814814814814814881e+00,-8.354878114129358213e-01,-3.207683970215522429e-01
4.824824824824824887e+00,-8.523524891171235796e-01,-1.306734112096650247e+00
4.834834834834834894e+00,-8.683743130942923605e-01,-1.080533123583243160e+00
4.844844844844844900e+00,-8.835374400704151254e-01,-4.522394344061895777e-01
4.854854854854854906e+00,-8.978268758989991216e-01,-2.225636422386465529e+00
4.864864864864864913e+00,-9.112284903881358034e-01,-1.545644491015332189e-01
4.874874874874874919e+00,-9.237290312732220343e-01,-6.471629991694300976e-01
4.884884884884884926e+00,-9.353161373215425067e-01,-9.581681176516598786e-01
4.894894894894894932e+00,-9.459783505557420868e-01,-8.357245226771554680e-01
4.904904904904904939e+00,-9.557051275841167426e-01,-1.470672769238605015e+00
4.914914914914914945e+00,-9.644868500265069144e-01,-1.139458532321059314e+00
4.924924924924924952e+00,-9.723148340254890165e-01,-4.221726649153021427e-01
4.934934934934934958e+00,-9.791813388334580370e-01,-3.301703526703474445e-01
4.944944944944944965e+00,-9.850795744671112519e-01,3.630324518146785806e-01
4.954954954954954971e+00,-9.900037084217636618e-01,-1.026966041561971243e+00
4.964964964964964977e+00,-9.939488714388521329e-01,-1.323225354841353951e+00
4.974974974974974984e+00,-9.969111623209320205e-01,-1.254028145290926322e+00
4.984984984984984990e+00,-9.988876517893978679e-01,-1.507908589433080149e+00
4.994994994994994997e+00,-9.998763853811183377e-01,-1.038803763351543674e+00
5.005005005005005003e+00,-9.998763853811184488e-01,-8.085101703749844049e-01
5.015015015015015010e+00,-9.988876517893978679e-01,-1.016008792055374865e+00
5.025025025025025016e+00,-9.969111623209320205e-01,-4.487377394880327497e-01
5.035035035035035023e+00,-9.939488714388523549e-01,-1.111056772111120639e+00
5.045045045045045029e+00,-9.900037084217638839e-01,-1.163729034671045603e+00
5.055055055055055035e+00,-9.850795744671114740e-01,-1.275713812897274035e+00
5.065065065065065042e+00,-9.791813388334582591e-01,-1.795498601950705986e+00
5.075075075075075048e+00,-9.723148340254892386e-01,-1.756198696179716245e+00
5.085085085085085055e+00,-9.644868500265072475e-01,-1.554065815345351265e+00
5.095095095095095061e+00,-9.557051275841171867e-01,-3.049910917517367759e-01
5.105105105105105068e+00,-9.459783505557430860e-01,-4.983482141107781205e-01
5.115115115115115074e+00,-9.353161373215429508e-01,-2.478341041250480270e-01
5.125125125125125081e+00,-9.237290312732232556e-01,-1.589834858570474019e+00
5.135135135135135087e+00,-9.112284903881355813e-01,-1.895540835281145586e+00
5.145145145145145094e+00,-8.978268758989996767e-01,-1.227855035966041175e+00
5.155155155155155100e+00,-8.835374400704147924e-01,-7.956279634224008301e-01
5.165165165165165106e+00,-8.683743130942930266e-01,-6.190291756393793143e-01
5.175175175175175113e+00,-8.523524891171251339e-01,-3.283664111330987234e-01
5.185185185185185119e+00,-8.354878114129364874e-01,-6.933479760093291810e-01
5.195195195195195126e+00,-8.177969567165787046e-01,5.353743361123686206e-02
5.205205205205205132e+00,-7.992974187328298896e-01,-9.106002592069901702e-01
5.215215215215215139e+00,-7.800074908376589677e-01,-1.236547099858557264e+00
5.225225225225225145e+00,-7.599462479886991417e-01,-1.600555355735915786e+00
5.235235235235235152e+00,-7.391335278628714534e-01,-1.183619206910596411e+00
5.245245245245245158e+00,-7.175899112397893242e-01,-5.965309307472278499e-01
5.255255255255255165e+00,-6.953367016503179121e-01,-1.139696830327133314e+00
5.265265265265265171e+00,-6.723959043104735800e-01,-2.040246725428450092e-01
5.275275275275275177e+00,-6.487902043614168779e-01,5.737364865730465446e-02
5.285285285285285184e+00,-6.245429444371396466e-01,-1.809336397050441025e+00
5.295295295295295190e+00,-5.996781015819467875e-01,-1.676519513331228284e-01
5.305305305305305197e+00,-5.742202635406239430e-01,-1.694022292871492308e+00
5.315315315315315203e+00,-5.481946044447114641e-01,-3.474450768995677175e-01
5.325325325325325210e+00,-5.216268599188976784e-01,9.080842217793216875e-02
5.335335335335335216e+00,-4.945433016322199893e-01,-4.621152484604318933e-01
5.345345345345345223e+00,-4.669707113191474690e-01,-1.106815297921267316e+00
5.355355355355355229e+00,-4.389363542963313769e-01,-7.316519564352177429e-01
5.365365365365365236e+00,-4.104679525011160623e-01,-5.412906753565663864e-01
5.375375375375375242e+00,-3.815936570785488091e-01,-4.727160489735202642e-01
5.385385385385385248e+00,-3.523420205439660724e-01,-4.537904409272995876e-01
5.395395395395395255e+00,-3.227419685486491163e-01,-3.776833582033060077e-01
5.405405405405405261e+00,-2.928227712765516522e-01,-1.860827468214671931e-01
5.415415415415415268e+00,-2.626140145002846538e-01,-8.669008413668952695e-01
5.425425425425425274e+00,-2.321455703250623614e-01,-3.531554852601720973e-01
5.435435435435435281e+00,-2.014475676495074696e-01,5.576830175283452595e-01
5.445445445445445287e+00,-1.705503623724899664e-01,-3.628730739437488473e-01
5.455455455455455294e+00,-1.394845073755473230e-01,-3.614025539531462439e-01
5.465465465465465300e+00,-1.082807223104615690e-01,4.308179295466573189e-01
5.475475475475475307e+00,-7.696986322198061392e-02,-1.356562196394028863e+00
5.485485485485485313e+00,-4.558289203561399772e-02,5.451064086085288807e-01
5.495495495495495319e+00,-1.415084594076280837e-02,-3.301027249433464705e-01
5.505505505505505326e+00,1.729519330057519358e-02,9.925947952686850484e-02
5.515515515515515332e+00,4.872413008921198940e-02,9.688480804981039474e-02
5.525525525525525339e+00,8.010488573780541466e-02,5.513389453480023183e-01
5.535535535535535345e+00,1.114064292032286296e-01,-2.239094391444521048e-02
5.545545545545545352e+00,1.425978077717697245e-01,-1.964150830104554601e-01
5.555555555555555358e+00,1.736481776669277222e-01,8.225710729924771147e-01
5.565565565565565365e+00,2.045268345494502815e-01,-9.775600740211397577e-01
5.575575575575575371e+00,2.352032438794879332e-01,2.453703347321095629e-01
5.585585585585585378e+00,2.656470711108762095e-01,-4.083156402036839938e-01
5.595595595595595384e+00,2.958282116876009282e-01,-8.495848244067855104e-02
5.605605605605605390e+00,3.257168208128876086e-01,1.331345161544456035e+00
5.615615615615615397e+00,3.552833429613926342e-01,3.329856297334641280e-01
5.625625625625625403e+00,3.844985411053467028e-01,4.820333896810372609e-01
5.635635635635635410e+00,4.133335256257834600e-01,-4.774479022270122219e-01
5.645645645645645416e+00,4.417597828801813065e-01,7.723745348283345136e-02
5.655655655655655423e+00,4.697492033983708404e-01,5.680279037627633532e-01
5.665665665665665429e+00,4.972741096787228199e-01,6.746529562353318354e-01
5.675675675675675436e+00,5.243072835572291091e-01,8.327505607538685517e-01
5.685685685685685442e+00,5.508219931223331534e-01,5.551359425811213111e-01
5.695695695695695449e+00,5.767920191489276371e-01,8.402941233762575290e-01
5.705705705705705455e+00,6.021916810254092089e-01,8.290826373432511609e-01
5.715715715715715461e+00,6.269958621480768990e-01,-2.878743433541888219e-01
5.725725725725725468e+00,6.511800347578557968e-01,6.696828957129306037e-01
5.735735735735735474e+00,6.747202841946915441e-01,1.058671488061043497e+00
5.745745745745745481e+00,6.975933325457208678e-01,9.925332429129806178e-01
5.755755755755755487e+00,7.197765616637629149e-01,5.378471566783680213e-01
5.765765765765765494e+00,7.412480355333985749e-01,3.384347817637146649e-01
5.775775775775775500e+00,7.619865219625447939e-01,2.028305598017287048e-01
5.785785785785785507e+00,7.819715135780118676e-01,7.164445078073057305e-01
5.795795795795795513e+00,8.011832481043554832e-01,1.367723187884216429e+00
5.805805805805805520e+00,8.196027279059107107e-01,-1.562993228348903418e-01
5.815815815815815526e+00,8.372117387727091575e-01,5.072658739079601853e-01
5.825825825825825532e+00,8.539928679317203564e-01,2.840916402183333300e-01
5.835835835835835539e+00,8.699295212655585585e-01,1.262408281885808670e+00
5.845845845845845545e+00,8.850059397216872847e-01,6.078511264360368926e-01
5.855855855855855552e+00,8.992072148958359934e-01,6.638883858184403408e-01
5.865865865865865558e+00,9.125193037742748148e-01,8.040445188059502923e-01
5.875875875875875565e+00,9.249290426203246041e-01,1.147625668067723259e+00
5.885885885885885571e+00,9.364241599913913916e-01,7.402296609165730512e-01
5.895895895895895578e+00,9.469932888736630749e-01,-5.760782385263002459e-01
5.905905905905905584e+00,9.566259779224370874e-01,1.228281923616196813e+00
5.915915915915915591e+00,9.653127017970033474e-01,1.184834180633024703e+00
5.925925925925925597e+00,9.730448705798234732e-01,8.632743564142169035e-01
5.935935935935935603e+00,9.798148382707287940e-01,4.377965279347615368e-01
5.945945945945945610e+00,9.856159103477082351e-01,1.161505965688387487e+00
5.955955955955955616e+00,9.904423503868242662e-01,1.180060117154617672e+00
5.965965965965965623e+00,9.942893857347129272e-01,7.592729443842755055e-01
5.975975975975975629e+00,9.971532122280462040e-01,8.887874769402769326e-01
5.985985985985985636e+00,9.990309979553042563e-01,5.339527466931436317e-01
5.995995995995995642e+00,9.999208860571254798e-01,9.106263400134608776e-01
6.006006006006005649e+00,9.998219965624731698e-01,2.246073240207326904e-01
6.016016016016015655e+00,9.987344272588005722e-01,1.207393837774718204e+00
6.026026026026025662e+00,9.966592535953531229e-01,5.244750081832061372e-01
6.036036036036035668e+00,9.935985276197030203e-01,1.112650101535859193e+00
6.046046046046045674e+00,9.895552759485721772e-01,2.865738178146225446e-01
6.056056056056055681e+00,9.845334967749426180e-01,6.895046738401727771e-01
6.066066066066065687e+00,9.785381559144199493e-01,9.232934533814560751e-01
6.076076076076075694e+00,9.715751818947609975e-01,1.412252759601293484e-01
6.086086086086085700e+00,9.636514600934089625e-01,1.021225396663455021e+00
6.096096096096095707e+00,9.547748259288543204e-01,7.652010444888929230e-01
6.106106106106105713e+00,9.449540571125284449e-01,7.377595820791316150e-02
6.116116116116115720e+00,9.341988649689204616e-01,2.825774879127626038e-01
6.126126126126125726e+00,9.225198848324699386e-01,1.225079926873553271e+00
6.136136136136135732e+00,9.099286655307573524e-01,1.357706658306419456e+00
6.146146146146145739e+00,8.964376579643830167e-01,8.304833380743994464e-01
6.156156156156155745e+00,8.820602027948117874e-01,1.084441108815060506e+00
6.166166166166165752e+00,8.668105172523939972e-01,9.787322989088493852e-01
6.176176176176175758e+00,8.507036810775616686e-01,1.015515172141430611e+00
6.186186186186185765e+00,8.337556216091526196e-01,1.476747625149299026e+00
6.196196196196195771e+00,8.159830980345564866e-01,6.248389892742045593e-02
6.206206206206205778e+00,7.974036848172997294e-01,1.135634050998111322e+00
6.216216216216215784e+00,7.780357543184412972e-01,5.870312765295311319e-01
6.226226226226225791e+00,7.578984586289414516e-01,6.457689915031212813e-01
6.236236236236235797e+00,7.370117106310227761e-01,5.858868454034877882e-01
6.246246246246245803e+00,7.153961643071845566e-01,5.278226059765426248e-01
6.256256256256255810e+00,6.930731943163983555e-01,7.997509842488881304e-02
6.266266266266265816e+00,6.700648748576596425e-01,7.617344744864602557e-01
6.276276276276275823e+00,6.463939578417701171e-01,1.481865474236198743e+00
6.286286286286285829e+00,6.220838503929981833e-01,5.940173401686196231e-01
6.296296296296295836e+00,5.971585917027866230e-01,5.964660703352387960e-01
6.306306306306305842e+00,5.716428292584804227e-01,2.279933106801486642e-01
6.316316316316315849e+00,5.455617944704949096e-01,4.868245212614391582e-01
6.326326326326325855e+00,5.189412777220971940e-01,7.520244907391125944e-01
6.336336336336335862e+00,4.918076028664444266e-01,3.066863825142729372e-01
6.346346346346345868e+00,4.641876011960670567e-01,2.372855806700665260e-01
6.356356356356355874e+00,4.361085849106133838e-01,6.377408549922367609e-01
6.366366366366365881e+00,4.075983201089967145e-01,-5.140406480052600591e-02
6.376376376376375887e+00,3.786849993327519592e-01,5.049333128711881447e-01
6.386386386386385894e+00,3.493972136876542511e-01,7.595581123183651195e-01
6.396396396396395900e+00,3.197639245712466938e-01,9.997381954109888502e-01
6.406406406406405907e+00,2.898144350342040654e-01,2.446234313957306727e-01
6.416416416416416801e+00,2.595783608038165213e-01,9.433769807071732405e-01
6.426426426426426808e+00,2.290856009983289476e-01,7.462905442390880273e-01
6.436436436436436814e+00,1.983663085610133381e-01,-2.997400116245197421e-01
6.446446446446446821e+00,1.674508604432446701e-01,-4.415183953533308170e-01
6.456456456456456827e+00,1.363698275660998327e-01,-1.611199136111038377e-02
6.466466466466466834e+00,1.051539445900961656e-01,6.196216908875232798e-01
6.476476476476476840e+00,7.383407952307131927e-02,3.769057574306886732e-02
6.486486486486486847e+00,4.244120319614919784e-02,-2.578875756327450586e-01
6.496496496496496853e+00,1.100635863806354899e-02,7.871279486623439237e-01
6.506506506506506859e+00,-2.043936962191118464e-02,1.230128743797620078e-01
6.516516516516516866e+00,-5.186488629210272289e-02,-1.212162024187473541e+00
6.526526526526526872e+00,-8.323911606717294964e-02,7.534119707917143194e-02
6.536536536536536879e+00,-1.145310343571395995e-01,1.454892729282943054e-01
6.546546546546546885e+00,-1.457096979662121372e-01,-3.290537073066024387e-02
6.556556556556556892e+00,-1.767442756911408730e-01,4.811177442485539690e-02
6.566566566566566898e+00,-2.076040788088564792e-01,-2.412418832703473459e-01
6.576576576576576905e+00,-2.382585914231647450e-01,-8.974565262455318493e-01
6.586586586586586911e+00,-2.686775006405962563e-01,-4.540295022508229472e-01
6.596596596596596918e+00,-2.988307265454600570e-01,-7.716386243236057485e-01
6.606606606606606924e+00,-3.286884519445676944e-01,-7.950589073417566599e-01
6.616616616616616930e+00,-3.582211518521282168e-01,-9.897553264032659115e-01
6.626626626626626937e+00,-3.873996226856923908e-01,-1.611550763658692043e-01
6.636636636636636943e+00,-4.161950111443089018e-01,-3.672469384379953850e-01
6.646646646646646950e+00,-4.445788427402525000e-01,-6.686615240806065286e-01
6.656656656656656956e+00,-4.725230499562135811e-01,-7.971920138214076967e-01
6.666666666666666963e+00,-5.000000000000003331e-01,-5.117115525107264196e-01
6.676676676676676969e+00,-5.269825221294086592e-01,1.261484192683592909e-02
6.686686686686686976e+00,-5.534439345201592753e-01,-1.555551792269616929e+00
6.696696696696696982e+00,-5.793580706503664857e-01,-3.909198102249201168e-01
6.706706706706706989e+00,-6.046993051754765425e-01,-8.775552921843676746e-01
6.716716716716716995e+00,-6.294425792680157228e-01,-1.571735501757739684e+00
6.726726726726727001e+00,-6.535634253971780439e-01,-1.626414966979157439e+00
6.736736736736737008e+00,-6.770379915236766077e-01,-1.133429738591322566e+00
6.746746746746747014e+00,-6.998430646859645776e-01,-5.900882867894419181e-01
6.756756756756757021e+00,-7.219560939545252021e-01,-5.254246269644793355e-01
6.766766766766767027e+00,-7.433552127314697611e-01,-1.212845999070362391e+00
6.776776776776777034e+00,-7.640192603734703436e-01,-2.555087646668480206e-01
6.786786786786787040e+00,-7.839278031165657357e-01,-7.243605485851267733e-02
6.796796796796797047e+00,-8.030611542822246873e-01,-6.050178618039445677e-01
6.806806806806807053e+00,-8.214003937446255899e-01,-1.117101727648680987e+00
6.816816816816817060e+00,-8.389273866399268309e-01,-2.767177943847427546e-01
6.826826826826827066e+00,-8.556248012990471663e-01,-4.779269534673780129e-01
6.836836836836837072e+00,-8.714761263861722229e-01,-4.377724207087132502e-01
6.846846846846847079e+00,-8.864656872260994191e-01,-1.214697524711865206e+00
6.856856856856857085e+00,-9.005786613042183752e-01,-2.317855913941569312e+00
6.866866866866867092e+00,-9.138010929238526980e-01,1.445944178179849882e-01
6.876876876876877098e+00,-9.261199070064261019e-01,-1.731559108731393071e+00
6.886886886886887105e+00,-9.375229220208270986e-01,-9.554069579509376631e-01
6.896896896896897111e+00,-9.479988620291958101e-01,2.423738135806793315e-01
6.906906906906907118e+00,-9.575373678371907893e-01,-7.922489897000037917e-01
6.916916916916917124e+00,-9.661290072377475280e-01,-4.915057704586296983e-01
6.926926926926927131e+00,-9.737652843381668921e-01,-1.724963569029023258e+00
6.936936936936937137e+00,-9.804386479613265148e-01,-1.869272125328179657e+00
6.946946946946947143e+00,-9.861424991127115680e-01,-1.252493895102488874e+00
6.956956956956957150e+00,-9.908711975058636101e-01,-4.454963302886135734e-01
6.966966966966967156e+00,-9.946200671398149895e-01,-1.167744790963469947e+00
6.976976976976977163e+00,-9.973854009229762285e-01,-1.394703561458725538e+00
6.986986986986987169e+00,-9.991644643389177016e-01,-9.001808193664340152e-01
6.996996996996997176e+00,-9.999554981504109596e-01,-4.589878889117783300e-01
7.007007007007007182e+00,-9.997577201390606128e-01,-1.722227819675746563e+00
7.017017017017017189e+00,-9.985713258788059266e-01,-1.603842822940481749e+00
7.027027027027027195e+00,-9.963974885425265215e-01,-1.390732115797209678e+00
7.037037037037037202e+00,-9.932383577419428011e-01,-4.459191703858971234e-01
7.047047047047047208e+00,-9.890970574019614103e-01,-8.716862944275954872e-01
7.057057057057057214e+00,-9.839776826715618263e-01,8.209902261365997767e-02
7.067067067067067221e+00,-9.778852958742849655e-01,-5.096624329587270408e-01
7.077077077077077227e+00,-9.708259215023279376e-01,-9.883735099371631083e-01
7.087087087087087234e+00,-9.628065402591841071e-01,-3.302676212148011325e-01
7.097097097097097240e+00,-9.538350821567406213e-01,-8.480865757908016000e-01
7.107107107107107247e+00,-9.439204186736336322e-01,-1.296381094927355981e+00
7.117117117117117253e+00,-9.330723539826373258e-01,-5.930849318600861508e-01
7.127127127127127260e+00,-9.213016152557546024e-01,-1.269464942186296019e+00
7.137137137137137266e+00,-9.086198420565817502e-01,-1.053818392458515163e+00
7.147147147147147273e+00,-8.950395748304683652e-01,-2.311482268514768457e-01
7.157157157157157279e+00,-8.805742425038142196e-01,-9.312149856125139236e-01
7.167167167167167285e+00,-8.652381492048084599e-01,-1.266808842875622565e+00
7.177177177177177292e+00,-8.490464601186988869e-01,-1.081215305836444651e+00
7.187187187187187298e+00,-8.320151864916135453e-01,-3.211198936972770035e-01
7.197197197197197305e+00,-8.141611697977536588e-01,-1.090431506506118309e+00
7.207207207207207311e+00,-7.955020650855895159e-01,-9.889374885109127877e-01
7.217217217217217318e+00,-7.760563235195795384e-01,-1.031202693336393805e+00
7.227227227227227324e+00,-7.558431741346112176e-01,-6.638804269644562606e-01
7.237237237237237331e+00,-7.348826048212760975e-01,-9.276274850090802104e-01
7.247247247247247337e+00,-7.131953425607114871e-01,-1.514113367046979963e+00
7.257257257257257343e+00,-6.908028329286108882e-01,-1.134393303851131130e+00
7.267267267267267350e+00,-6.677272188886494986e-01,-1.134121739641868576e+00
7.277277277277277356e+00,-6.439913188962678170e-01,-2.233162666869037416e-02
7.287287287287287363e+00,-6.196186043345293104e-01,-2.132815832800081246e-01
7.297297297297297369e+00,-5.946331763042884688e-01,-3.010034866043754809e-01
7.307307307307307376e+00,-5.690597417916840595e-01,-8.217389004238890848e-01
7.317317317317317382e+00,-5.429235892365008587e-01,-9.508193602334864547e-01
7.327327327327327389e+00,-5.162505635255285608e-01,-7.700093643542070820e-01
7.337337337337337395e+00,-4.890670404357179701e-01,-1.015007091711555010e+00
7.347347347347347402e+00,-4.613999005523164998e-01,7.872002952411870647e-01
7.357357357357357408e+00,-4.332765026878692138e-01,-1.555937326873570115e+00
7.367367367367367414e+00,-4.047246568282755752e-01,-1.227203892913710237e-01
7.377377377377377421e+00,-3.757725966327324363e-01,-1.018048745628996166e+00
7.387387387387387427e+00,-3.464489515147251009e-01,-3.986206972620714439e-01
7.397397397397397434e+00,-3.167827183316423989e-01,-8.107836895785096587e-01
7.407407407407407440e+00,-2.868032327110913715e-01,-8.756177139524068398e-01
7.417417417417417447e+00,-2.565401400421642442e-01,-8.266382905096449907e-01
7.427427427427427453e+00,-2.260233661604496846e-01,6.514697107105795748e-01
7.437437437437437460e+00,-1.952830877556721301e-01,-2.617772989104681369e-01
7.447447447447447466e+00,-1.643497025313062354e-01,-5.472007997703494109e-01
7.457457457457457473e+00,-1.332537991456413107e-01,1.446396828957951797e-01
7.467467467467467479e+00,-1.020261269639836654e-01,-9.685146968083399588e-02
7.477477477477477485e+00,-7.069756565199573906e-02,2.893193140188306534e-01
7.487487487487487492e+00,-3.929909464013390391e-02,-9.514274226090488895e-01
7.497497497497497498e+00,-7.861762489468758497e-03,1.439401897415319431e-01
7.507507507507507505e+00,2.358334381085485168e-02,4.099307623620457308e-01
7.517517517517517511e+00,5.500512958419306875e-02,-7.757940159730887242e-01
7.527527527527527518e+00,8.637252321452687509e-02,3.104701654261831090e-01
